Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
Universidad Adolfo Ibáñez,CL,576,567,21.4,20.6,57.0,4.7,4.6,36.9,3.9,31.5,53.3,2.0,-0.03023815671280456,-1.1745153011759215
Jawaharlal Nehru University,IN,580,601-610,21.3,31.0,14.4,10.0,28.9,8.616385152751858,1.3,47.4,14.7,19.7,-0.5619851280931617,-0.5603582968956856
Nanjing Agricultural University,CN,711-720,781-790,-,5.0,1.9,7.5,67.6,3.359417867676629,1.5,48.2,1.4,2.2,-1.269180767228252,0.2694083724594371
Management and Science University,MY,580,621-630,21.3,15.1,18.1,40.2,1.8,97.3,99.4,12.1,4.2,1.2,0.07459351417448082,2.4857966662884157
Politecnico di Bari,IT,580,556,21.3,6.9,4.8,11.3,76.5,4.6,7.2,46.6,3.5,1.3,-1.0068122026682862,0.3165974019901908
Université Paul Sabatier Toulouse III,FR,580,511,21.3,17.7,3.4,38.5,28.0,5.1,21.5,98.5,6.0,10.3,-0.2897853435969221,0.055136194177346214
Institut Teknologi Sepuluh Nopember (ITS Surabaya),ID,585,621-630,21.2,17.3,48.9,47.8,1.6,47.5,5.3,12.0,13.0,16.1,-0.4062199322763859,-0.6445710705780198
Singapore Management University,SG,585,545,21.2,12.3,14.2,10.2,18.8,100.0,58.9,20.8,27.1,26.3,0.2903058128054221,1.9574039288049232
Bond University,AU,587,567,21.1,4.3,4.6,47.8,28.8,70.4,86.6,26.5,8.4,1.0,-0.155714929809969,2.2165257597865553
Shoolini University of Biotechnology and Management Sciences,IN,587,771-780,21.1,10.0,14.9,8.1,55.9,33.3,1.7,44.8,2.0,16.3,-0.6690418648728398,0.44257461925982144
The University of Georgia,US,587,514,21.1,20.6,18.6,9.8,24.4,6.7,4.5,83.7,21.5,30.7,-0.08433505348511988,-0.5047725864613669
Universiti Teknologi MARA - UiTM,MY,587,555,21.1,30.8,40.4,17.6,2.8,1.7,2.1,68.6,3.6,15.2,-0.38961068442599794,-1.0640588638611
University of Kwazulu-Natal,ZA,587,621-630,21.1,12.6,10.2,5.5,24.5,24.5,1.6,93.7,71.2,37.9,0.5561981216318775,-0.6238563196541344
Ain Shams University ,EG,592,721-730,21,24.0,32.2,11.3,1.9,23.1,7.5,74.2,56.3,9.8,0.1903920016991672,-1.0411528821874871
Nottingham Trent University,UK,592,595,21,10.6,15.1,10.6,5.1,57.1,74.0,84.6,12.0,64.1,0.9148822242085056,1.7718535321980704
Universität Bremen,DE,592,514,21,18.5,7.7,13.1,24.4,46.9,26.4,89.1,1.8,19.9,-0.016520084349059768,0.971845775485176
ITMO University,RU,595,542,20.9,10.5,13.0,95.5,5.4,20.3,36.2,65.3,1.9,1.2,-0.4221959195217438,-0.033466032358853245
Thammasat University,TH,596,600,20.8,24.6,19.4,26.6,2.1,9.1,1.7,41.0,84.6,33.6,0.18262657124475712,-1.7166153061631766
Universitas Padjadjaran,ID,596,661-670,20.8,19.0,41.6,41.4,1.4,34.8,2.2,19.6,33.4,21.3,-0.2747273417216115,-1.0276934644421911
University of Iowa,US,596,491,20.8,18.4,8.7,41.7,19.1,15.5,3.7,75.6,26.6,20.8,-0.2211354994979187,-0.546882968743384
University of Ljubljana,SI,596,621-630,20.8,19.9,9.2,33.3,5.9,4.2,9.7,84.8,97.6,4.9,0.3458469834544063,-1.5834771015149418
University of Texas Dallas,US,596,520,20.8,13.1,15.9,3.4,43.3,9.7,47.4,60.4,4.9,9.5,-0.40999004369164854,0.7503013168755934
Ca' Foscari University of Venice ,IT,601-610,661-670,-,19.6,15.8,5.7,12.7,42.0,8.9,64.6,12.3,74.5,0.29088271116007897,0.29185944250870755
Illinois Institute of Technology,US,601-610,469,-,12.8,11.0,14.1,35.9,19.2,97.3,18.9,12.2,1.6,-0.430904642652243,1.5716336335592613
King Khalid University,SA,601-610,761-770,-,16.6,8.3,49.8,2.7,100.0,18.0,78.3,2.2,2.3,0.017155759820945932,1.2992403654758435
"Kingston University, London",UK,601-610,601-610,-,17.9,15.3,5.8,7.6,70.8,99.2,48.2,12.6,6.9,0.2743671318825333,2.2871244774024233
Manchester Metropolitan University (MMU),UK,601-610,590,-,11.8,12.6,8.1,10.1,42.9,37.7,91.7,12.3,79.6,0.7425539847387587,0.9812858236690429
National Chengchi University,TW,601-610,567,-,20.1,37.8,17.1,2.2,26.5,21.8,13.3,91.1,1.6,0.03326428196982776,-1.3698762410193313
Paris Lodron University of Salzburg,AT,601-610,681-690,-,9.7,2.9,20.8,6.8,96.1,93.7,55.5,15.7,39.5,0.7272766196985682,2.779207896156464
Rensselaer Polytechnic Institute,US,601-610,494,-,8.0,8.4,19.7,56.6,3.7,29.9,25.0,31.4,2.8,-0.7689606417159509,0.06287701903865359
Universität des Saarlandes,DE,601-610,600,-,10.2,5.0,92.2,7.0,4.6,35.9,71.4,29.0,1.2,-0.3023986793533396,-0.4864999409209461
University of Crete,GR,601-610,534,-,13.9,12.7,2.4,58.7,2.3,3.5,57.0,3.6,1.8,-0.9271304711321091,-0.011008212398836146
University of Hohenheim,DE,601-610,651-660,-,8.6,6.1,12.0,47.5,25.2,25.9,76.9,5.0,19.2,-0.29882299745406665,0.8262507325972984
University of South Carolina,US,601-610,575,-,13.8,9.4,9.7,28.3,30.4,3.2,71.9,17.3,63.1,0.11355228322204976,0.16600042453877367
American University of the Middle East,KW,611-620,671-680,-,23.1,21.6,19.7,3.7,100.0,23.0,35.1,5.1,3.5,-0.230456957898637,1.2188413374714582
Asia Pacific University of Technology and Innovation (APU),MY,611-620,621-630,-,9.3,12.5,62.2,1.6,92.0,100.0,6.8,4.0,1.6,-0.0856840685442971,2.39723057615224
Brno University of Technology,CZ,611-620,611-620,-,13.0,29.3,25.7,7.3,14.8,67.3,78.8,12.7,3.3,0.021056377654280936,0.5539647210426127
Christian-Albrechts-University zu Kiel,DE,611-620,530,-,17.7,10.8,44.7,15.6,22.701268581232675,8.4,90.0,14.3,23.5,-0.059030840179884705,-0.22040334360944847
Eastern Mediterranean University,NCY,611-620,,-,5.6,2.1,3.5,26.5,90.1,100.0,55.2,24.1,1.8,0.3631252704205674,2.956882135405581
Pontifícia Universidade Católica do Rio de Janeiro,BR,611-620,595,-,32.4,16.2,10.8,7.5,12.6,1.6,44.5,68.0,5.4,-0.25645331442559743,-1.3651457204085964
Taipei Medical University (TMU),TW,611-620,577,-,10.6,12.5,90.4,18.9,16.0,13.7,22.9,8.1,8.3,-0.8921288568208302,-0.534383356167109
University of Klagenfurt,AT,611-620,580,-,5.7,3.7,51.3,11.3,96.0,87.8,35.6,9.2,1.6,0.05767478069389546,2.5412785403028413
University of Minho,PT,611-620,611-620,-,15.6,7.1,26.5,21.0,15.9,14.9,83.7,8.6,52.1,0.008222712829649611,0.10546720454311814
Abo Akademi University,FI,621-630,601-610,-,7.5,4.8,18.9,43.2,45.9,22.6,64.5,8.3,6.4,-0.451074359003824,0.9982285802618546
American University in Dubai,AE,621-630,601-610,-,10.3,16.9,25.2,1.9,100.0,100.0,4.5,41.3,1.0,0.26568389245811663,2.2346863619339095
Auezov South Kazakhstan University (SKU),KZ,621-630,611-620,-,18.5,28.7,89.5,1.0,12.9,16.2,4.0,3.2,2.6,-1.0403023791532773,-0.9490679488121199
Charles Darwin University ,AU,621-630,601-610,-,5.7,4.2,4.5,44.2,25.4,55.2,41.3,3.9,63.7,-0.0401421926391014,1.4268730794381508
Istanbul University,TR,621-630,711-720,-,28.1,25.3,2.8,3.5,5.3,9.9,68.8,72.8,1.7,0.017970592882161376,-1.4047907024405037
Beijing University of Chemical Technology,CN,701-710,721-730,-,4.5,1.8,19.0,67.1,2.5,1.7,37.2,2.4,1.3,-1.3443022546234016,0.14730454556888586
Tallinn University of Technology (TalTech),EE,621-630,651-660,-,12.8,10.2,31.5,10.8,60.0,18.3,83.3,45.6,1.3,0.16118524498448972,0.28298422739794127
Universidad de Alcalá,ES,621-630,538,-,9.7,5.8,60.0,5.6,10.6,44.9,77.1,7.7,59.0,0.16461114986931777,0.3158986381064931
Universidad de Palermo (UP),AR,621-630,530,-,10.2,9.8,92.8,1.0,35.6,91.9,2.6,7.8,2.695756046911107,-0.5024189683712695,1.062147938673463
University of South Florida,US,621-630,563,-,12.9,9.5,8.8,36.3,19.9,22.2,86.7,6.1,15.9,-0.30436388992480407,0.5287080519452197
University of Tromsø The Arctic University of Norway,NO,621-630,577,-,11.0,4.3,68.3,8.9,69.3,7.0,78.4,5.6,10.5,-0.20399991825889993,0.586541987155447
Zayed University,AE,621-630,701-710,-,17.6,18.4,24.3,8.6,100.0,1.9,50.8,20.9,2.9,-0.13725201153698605,0.7809474594313665
Ajou University ,KR,631-640,631-640,-,13.7,15.0,68.9,17.9,9.3,24.2,18.8,4.2,23.7,-0.8010601431919326,-0.3338002981968081
Boston College,US,631-640,631-640,-,21.3,16.2,21.2,16.6,12.5,18.8,50.8,42.2,7.1,-0.35796395569802203,-0.5987767977878088
Chang Gung University,TW,631-640,621-630,-,6.3,4.3,71.6,41.9,5.1,4.5,27.7,2.0,13.2,-1.1191317392596527,-0.3463767498334088
Shenzhen University,CN,508,595,23.9,7.7,3.2,42.1,64.5,11.0,1.4,65.1,15.8,7.4,-0.5059810451189158,-0.07850791711653046
Far Eastern Federal University,RU,631-640,641-650,-,12.8,5.5,96.7,1.7,10.8,63.1,41.7,5.1,1.1,-0.5935301012658367,0.25016585930446045
Inha University,KR,631-640,691-700,-,12.2,14.3,77.2,10.9,9.7,13.7,23.9,13.1,41.4,-0.5657018685228743,-0.6772537844570833
Savitribai Phule Pune University,IN,631-640,711-720,-,8.9,18.3,48.8,35.3,1.4,2.5,44.2,14.4,1.8,-0.9209314200132369,-0.6928431772560959
Tulane University,US,631-640,600,-,9.8,6.0,84.7,9.7,9.9,10.8,75.4,26.0,8.0,-0.4081320117169411,-0.7308573819122224
Universidad de Concepción,CL,631-640,601-610,-,26.2,22.4,14.8,6.7,10.6,1.7,61.1,12.5,45.9,-0.24521781592730552,-0.6667233290887524
University of Portsmouth,UK,631-640,502,-,8.1,7.3,8.6,15.1,74.0,85.3,75.4,8.9,21.1,0.40845872539066036,2.465370453347822
Beirut Arab University ,LB,641-650,711-720,-,17.7,14.8,19.1,3.3,88.5,48.2,28.0,38.2,1.0,-0.019890443746913792,1.1994168622854688
De La Salle University,PH,641-650,681-690,-,22.6,52.4,10.0,4.5,1.9,2.5,22.2,47.4,2.7,-0.5354538002083523,-1.7192064054895506
Northwestern Polytechnical University,CN,547,621-630,22.6,5.8,3.2,44.8,63.8,16.7,5.2,53.4,6.6,2.4,-0.754681513996648,0.17908809670787476
Hacettepe University ,TR,641-650,761-770,-,22.5,29.4,10.8,7.1,4.0,3.5,72.1,22.2,34.8,-0.16372434075226153,-0.8824287632862478
Lehigh University,US,641-650,548,-,5.2,4.8,24.3,32.5,47.1,27.8,44.5,29.0,33.3,-0.14783086275703688,0.7534014595974374
National Central University,TW,641-650,611-620,-,21.5,28.2,22.9,14.4,11.6,10.0,30.4,10.2,27.9,-0.6302048762978764,-0.5805775053440749
Oregon State University,US,641-650,505,-,14.6,4.2,15.6,33.9,11.7,8.1,81.2,19.3,21.1,-0.3840150864357767,-0.040979782588939126
Ritsumeikan University,JP,641-650,631-640,-,16.6,55.7,7.8,3.1,28.4,9.6,30.9,3.9,39.5,-0.27738349699689085,-0.5130355245117915
East China Normal University,CN,501,511,24.1,13.3,4.7,16.2,63.5,24.1,9.0,72.0,9.0,6.8,-0.37236419071534105,0.46208932910807415
Symbiosis International (Deemed University),IN,641-650,,-,5.4,95.6,19.7,1.8,16.1,3.6,16.7,5.2,2.0,-0.5883962073754058,-1.4260936625448564
Universiti Tenaga Nasional (UNITEN),MY,641-650,761-770,-,8.0,11.6,62.2,17.3,18.0,65.0,32.9,4.4,9.1,-0.5627114229156746,0.7117648104191804
"University of Missouri, Columbia",US,641-650,586,-,14.3,8.0,37.8,16.5,46.7,3.3,66.5,30.5,12.3,-0.24677797660543033,-0.03072796813427605
University of the Basque Country,ES,641-650,621-630,-,19.5,7.3,32.8,19.0,2.4,3.5,90.8,22.8,7.3,-0.44510576381879335,-0.6310088216873547
HUFS - Hankuk (Korea) University of Foreign Studies ,KR,651-660,575,-,11.5,21.3,81.2,1.6,32.0,47.9,12.6,1.7,8.1,-0.706854014209399,0.22808823516169324
Palacký University Olomouc,CZ,651-660,631-640,-,15.2,13.9,29.9,8.5,32.7,17.8,87.3,6.8,33.0,-0.04747079373624384,0.2636383055083916
Universidade de Santiago de Compostela,ES,651-660,701-710,-,24.1,10.8,12.4,17.0,2.6,5.5,78.0,11.3,36.6,-0.3481513301967072,-0.42083555538626816
University of Houston,US,651-660,641-650,-,12.7,11.4,5.0,24.6,23.9,19.8,71.6,50.3,19.7,0.0010296915022604237,-0.10827661592064579
University of Zagreb,HR,651-660,751-760,-,16.3,7.3,23.8,4.1,1.7,3.3,91.6,96.9,27.9,0.4482440574893228,-1.5696542586358728
Aberystwyth University,UK,661-670,661-670,-,9.4,5.9,18.5,20.3,44.6,46.5,65.9,7.1,44.9,0.06304993338381679,1.274543744487057
City University of New York,US,661-670,545,-,19.9,35.6,8.9,4.7,6.1,4.4,93.1,22.0,13.2,-0.16024844486610595,-0.8632401467415142
Comenius University Bratislava,SK,661-670,771-780,-,12.8,8.5,56.0,3.5,3.8,22.9,60.2,79.8,5.1,-0.055360713444647706,-1.247549126501142
Free University of Bozen-Bolzano,IT,661-670,641-650,-,5.8,1.5,12.8,42.6,72.3,37.4,49.3,3.4,2.0,-0.48968837729383197,1.8432744395898721
International Islamic University Malaysia (IIUM),MY,661-670,711-720,-,24.4,17.0,13.4,3.1,22.8,57.1,62.5,23.0,1.2,-0.19722204969856075,0.4431636450203327
ISCTE - Instituto Universitario de Lisboa,PT,661-670,751-760,-,6.9,5.9,2.0,47.8,18.7,49.6,49.7,27.2,1.5,-0.49443824844177403,0.8868109203128485
Memorial University of Newfoundland,CA,661-670,641-650,-,7.2,5.9,10.1,28.6,23.9,78.4,74.1,12.1,16.9,-0.027730904342905312,1.5600069613416103
National Chung Hsing University,TW,661-670,661-670,-,21.1,23.0,25.3,11.5,8.8,8.4,32.2,28.4,32.1,-0.47973207851352767,-0.8377343486193001
"Sofia University ""St. Kliment Ohridski""",BG,661-670,741-750,-,14.2,18.0,45.7,2.0,3.0,8.5,61.0,81.8,8.9,-0.0229780243759706,-1.6281228133676222
Tokyo Medical and Dental University (TMDU),JP,661-670,611-620,-,11.8,6.5,100.0,17.7,2.4,13.4,21.9,2.0,1.6,-1.2148640743887404,-0.6971023761682986
Universidad de la República (Udelar),UY,661-670,801-850,-,27.1,13.7,14.2,1.6,7.9,2.3,62.4,87.7,2.6,-0.06130413474378512,-1.6100170546695134
University of Manitoba,CA,661-670,671-680,-,13.6,15.9,29.6,12.0,15.348179883351477,43.2,73.1,32.8,16.3,0.015935600479585692,0.06284744497121621
University of Plymouth,UK,661-670,561,-,8.9,8.9,11.6,25.9,49.8,36.2,80.1,7.3,21.5,-0.06617465657737946,1.23079085345122
Abai Kazakh National Pedagogical University,KZ,671-680,681-690,-,26.5,22.8,53.8,1.1,37.8,3.7,4.1,12.6,1.7,-0.9981733525155164,-0.6340718659890171
Bar-Ilan University,IL,671-680,545,-,7.8,6.1,7.5,48.1,46.4,2.7,50.1,22.9,4.2,-0.6457598628690384,0.526178098131356
Karl-Franzens-Universitaet Graz,AT,671-680,661-670,-,19.9,10.9,11.7,10.7,45.4,26.1,63.9,31.9,12.3,-0.13105845569978003,0.36910551847642226
Kazakh National Agrarian University KazNAU,KZ,671-680,641-650,-,19.9,16.4,85.2,1.1,19.6,22.6,6.5,3.3,2.7,-1.0817389055011375,-0.5272938424711111
Martin-Luther-Universität Halle-Wittenberg,DE,671-680,611-620,-,13.1,6.4,80.1,7.4,37.788122079458006,8.8,90.0,4.8,6.2,-0.2733282397104356,-0.029635680079897957
Universidade Federal de Minas Gerais      ,BR,671-680,691-700,-,32.4,8.9,13.8,7.0,8.0,1.5,64.0,39.7,6.7,-0.5060195592556177,-0.9588914147487246
University of Haifa,IL,671-680,651-660,-,13.0,5.9,14.6,32.1,13.4,3.6,67.2,22.9,37.3,-0.3506939550230926,-0.16063393466117515
Soochow University,CN,641-650,681-690,-,6.6,2.6,15.9,63.0,6.2,2.5,47.4,16.8,2.0,-1.012203989134217,0.016026437312371192
"Goldsmiths, University of London",UK,681-690,593,-,13.1,5.1,12.8,12.0,92.0,91.5,25.1,14.4,3.1,-0.05830838257055604,2.6220529486707242
Indian Institute of Technology Hyderabad,IN,681-690,691-700,-,6.2,4.4,18.2,71.1,1.2,1.5,13.7,2.0,4.3,-1.4847000688339467,0.05595126108383406
Jeonbuk National University,KR,681-690,721-730,-,15.6,11.1,61.3,10.6,7.8,6.8,35.3,2.8,48.5,-0.6443510538134598,-0.5555272968113789
Prince Sultan University,SA,681-690,,-,6.5,5.3,14.7,31.7,100.0,13.9,54.3,11.0,3.6,-0.3225689861585674,1.661358022530247
Princess Nourah bint Abdulrahman University,SA,681-690,661-670,-,16.6,14.8,18.9,2.5,94.5,38.4,64.0,2.3,3.1,-0.0867778982553492,1.6681045854002452
Temple University,US,681-690,721-730,-,12.3,7.1,29.2,16.9,3.0,5.7,77.2,23.2,61.9,-0.056781076781315776,-0.46696035937634167
"University of Agriculture, Faisalabad ",PK,681-690,741-750,-,6.3,11.6,1.6,61.0,2.5,1.1,66.7,2.4,1.7,-0.9921793943060683,0.11445304645748691
University of New Brunswick,CA,681-690,711-720,-,4.9,8.3,19.9,27.5,61.0,34.1,48.7,17.3,29.0,-0.14235781302457803,1.2083518750796307
Chandigarh University,IN,691-700,771-780,-,14.1,51.3,24.0,1.4,37.6,15.3,37.4,1.9,1.6,-0.6039433248883233,-0.2770720299216236
Norwegian University of Life Sciences (UMB),NO,691-700,1201-1400,-,5.8,4.3,100.0,8.5,27.513857335702923,36.61516761978609,74.7,18.6,9.9,-0.09278844798426804,0.07275496699112928
Pakistan Institute of Engineering and Applied Sciences (PIEAS),PK,691-700,641-650,-,6.5,9.6,66.1,41.0,5.181213138508264,1.0,14.7,3.5,1.0,-1.3957928515078992,-0.5032050280879916
Shiraz University,IR,691-700,681-690,-,6.9,5.4,4.6,60.7,1.2,2.2,54.3,14.1,7.9,-0.9853096156884752,0.002353385729077493
Universidad Central de Venezuela,VE,691-700,631-640,-,21.0,40.6,27.1,1.1,2.6,1.4,21.5,51.4,1.0,-0.6649637111484163,-1.7308058747826947
Universidad de La Habana,CU,691-700,641-650,-,17.0,10.6,72.8,1.5,1.8,3.7,17.8,76.5,1.0,-0.641146384265084,-1.8727228461206893
Universidad Panamericana (UP),MX,691-700,661-670,-,9.9,20.0,75.4,1.2,17.4,2.5,20.1,68.7,2.0,-0.5371461170735368,-1.5959444082429735
Universidade Federal de São Paulo,BR,691-700,731-740,-,10.5,5.1,95.6,6.0,4.7,1.5,54.0,2.9,30.1,-0.7629586719474251,-0.8017580064194904
Universidade Federal do Rio Grande Do Sul ,BR,691-700,691-700,-,28.0,5.3,12.8,10.1,2.2,1.6,80.1,25.9,31.3,-0.3395964658785174,-0.6963621986540023
University of Brescia,IT,691-700,791-800,-,4.4,2.2,7.4,56.3,2.6,6.3,55.5,3.3,44.9,-0.7063114075816533,0.29803887996514056
University of Greenwich,UK,691-700,671-680,-,4.7,4.1,4.1,11.7,91.5,100.0,78.2,14.9,5.4,0.43437523762789326,3.0366847058453335
University of Siena,IT,691-700,731-740,-,13.6,3.5,9.7,40.4,2.9,10.8,61.0,9.3,27.9,-0.7041365531876139,0.0603262597857785
Huazhong Agricultural University,CN,801-850,851-900,-,4.2,2.1,6.0,59.7,3.7,1.6,31.6,3.0,2.9,-1.5337725783345906,0.19998067690618196
Dongguk University ,KR,701-710,671-680,-,7.9,10.5,83.6,9.7,9.0,23.8,36.5,4.8,20.8,-0.807389333465861,-0.3368805418586997
Lebanese American University,LB,701-710,661-670,-,13.5,20.3,29.1,3.7,73.3,19.6,36.5,19.9,19.5,-0.24483977198910944,0.6086620827141914
National Institute of Technology Tiruchirappalli,IN,701-710,781-790,-,4.1,2.8,9.1,71.0,3.560217368690778,1.8,34.5,3.0,5.2,-1.3204332844159872,0.24079822760198918
Stevens Institute of Technology,US,701-710,621-630,-,2.6,4.0,5.2,41.7,53.2,96.4,18.0,7.8,1.3,-0.4936559219944421,2.5069217325478492
Taras Shevchenko National University of Kyiv,UA,701-710,681-690,-,18.9,36.6,27.0,2.2,1.5,3.9,40.3,45.5,1.6,-0.5904097889629006,-1.5022271589304919
University of Nebraska - Lincoln,US,701-710,551,-,10.6,5.8,16.9,30.4,21.5,7.1,73.1,7.2,33.0,-0.4723968387585268,0.2528895129068194
University of Oklahoma,US,701-710,641-650,-,10.2,9.8,15.6,31.1,21.8,5.7,69.3,22.3,17.7,-0.4822415056941721,-0.01943385629848128
Ahlia University,BH,711-720,751-760,-,16.7,8.4,31.7,3.8,100.0,42.7,9.3,12.7,2.5,-0.5104869226766124,1.609896652234065
American University,US,711-720,791-800,-,16.2,29.3,32.9,4.3,8.0,19.4,30.6,40.5,4.8,-0.6212558329617237,-0.9602225357809222
COMSATS University Islamabad,PK,711-720,651-660,-,11.7,30.5,13.4,18.2,1.5,1.4,88.3,6.1,14.6,-0.5232720147155409,-0.571417286972064
Czech University of Life Sciences in Prague,CZ,711-720,701-710,-,10.4,6.7,9.4,10.8,29.0,73.5,75.8,3.9,49.5,0.18435727666072646,1.540780095361308
De Montfort University,UK,711-720,801-850,-,5.3,4.8,5.6,8.0,74.2,97.5,62.8,6.4,41.4,0.4231208349089398,2.760843806864254
"Lingnan University, Hong Kong",HK,711-720,641-650,-,9.9,6.5,13.9,11.0,100.0,98.9,15.6,3.7,3.8,-0.18744080760937382,3.0145703566086284
Nanjing University of Aeronautics and Astronautics,CN,761-770,801-850,-,5.5,3.4,12.4,57.8,5.3,3.0,39.7,1.4,1.6,-1.3835362335768493,0.19317526024892304
Plekhanov Russian University of Economics,RU,711-720,791-800,-,14.0,19.1,49.8,2.3,3.0,16.2,51.9,38.5,11.6,-0.5063547647523677,-0.9874729764455056
Saint Joseph University of Beirut (USJ) ,LB,711-720,631-640,-,8.2,16.4,50.7,2.4,91.3,25.8,13.1,33.4,1.4,-0.3945939283540117,0.7504730628962519
The National University of Science and Technology MISIS,RU,711-720,681-690,-,6.2,9.0,74.2,13.8,7.9,43.1,44.7,9.2,2.2,-0.7933108371973537,0.06568222439218116
Ton Duc Thang University,VN,711-720,721-730,-,5.0,6.4,5.2,51.7,9.9,1.4,90.7,4.7,3.8,-0.7739417814407237,0.2715306326666942
Université de Franche-Comté,FR,711-720,1201-1400,-,6.5,2.1,100.0,12.4,33.46863874111424,47.9051734497678,76.7,3.2,1.7,-0.18061011351481493,0.6143502539338018
University of Mumbai,IN,711-720,751-760,-,9.1,28.8,2.8,30.9,2.0,2.0,18.3,81.4,1.7,-0.5698444977880469,-1.4549941667737538
Brandeis University,US,721-730,661-670,-,9.4,4.8,53.1,11.6,18.0,75.1,32.3,16.5,1.1,-0.6276193217142462,0.842049351364826
Budapest University of Technology and Economics,HU,721-730,741-750,-,15.6,25.7,13.7,8.5,2.8,14.8,56.6,33.2,26.0,-0.37697813951123055,-0.7500392317585869
Diponegoro University,ID,721-730,791-800,-,19.2,41.7,19.3,1.5,27.9,3.0,27.4,14.6,9.7,-0.7518742508725568,-0.7227154732346012
Drexel University,US,721-730,601-610,-,8.1,4.5,22.4,28.7,12.6,23.8,73.4,25.1,8.3,-0.537170511539798,0.1532556178011021
Effat University,SA,721-730,,-,3.8,2.6,23.1,17.6,100.0,98.3,15.9,3.3,1.0,-0.27682521215228295,3.1136360402955963
Jadavpur University,IN,721-730,741-750,-,17.8,5.9,9.1,40.6,3.789990616084408,1.0,32.5,14.9,13.4,-1.1197239900672709,-0.3142168925116275
Konkuk University ,KR,721-730,801-850,-,7.0,8.1,61.8,17.1,9.5,17.7,46.8,9.0,28.4,-0.7081177796375151,-0.2210867787323637
Jinan University (China),CN,580,631-640,21.3,5.2,2.7,8.9,52.7,34.0,83.1,52.8,6.5,3.1,-0.21824813022504388,2.054404233521782
Middlesex University,UK,721-730,661-670,-,5.3,5.3,8.1,10.6,84.4,99.5,58.3,15.2,4.3,0.16919115418747815,2.808902630540604
Riga Technical University,LV,721-730,751-760,-,11.5,26.8,22.0,3.0,15.7,72.0,29.9,35.0,6.8,-0.30895503853148154,0.3357268762879394
Université de Lille,FR,721-730,631-640,-,23.5,5.5,4.8,14.7,14.6,15.8,93.3,4.5,10.9,-0.543318795430955,0.18644084729744134
Université de Rennes 1 (University of Rennes),FR,721-730,711-720,-,14.9,5.2,11.6,28.3,11.9,11.0,88.1,6.8,6.9,-0.6729720403111396,0.15695430878158015
University of Modena and Reggio Emilia,IT,721-730,641-650,-,8.6,4.0,2.9,49.7,4.0,3.6,53.3,15.2,23.2,-0.8683951829566238,0.016449328241577545
University of Trieste,IT,721-730,691-700,-,11.7,4.0,3.6,43.3,7.3,7.9,70.4,14.6,2.6,-0.8766803888676612,0.09126481083790347
Universitat Rovira i Virgili,ES,731-740,661-670,-,6.4,2.3,15.2,37.9,7.2,19.0,77.5,1.8,31.6,-0.5863612505211234,0.4611609994419501
Université Côte d\'Azur,FR,731-740,721-730,-,15.5,4.1,5.7,18.3,29.3,38.3,78.4,8.9,18.4,-0.3439548910291249,0.886140529233638
University of Belgrade,RS,731-740,721-730,-,17.6,8.4,4.6,5.3,2.8,4.0,95.2,96.4,3.7,0.12418285485843047,-1.4293043137926436
Altai State University,RU,741-750,701-710,-,11.7,3.3,87.5,1.4,6.3,60.0,18.8,1.9,10.1,-0.9692206690873815,0.23768411146670243
Carleton University,CA,741-750,671-680,-,11.1,13.5,3.8,15.6,13.2,43.7,67.3,34.3,26.3,-0.12968589258392346,0.28633460767590996
