Institution Name,Location,2025 Rank,2024 Rank,QS Overall Score,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Sustainability,pca_1,pca_2
Universidade Federal do Paraná - UFPR,BR,1001-1200,1001-1200,-,13.0,5.8,20.1,5.2,2.9,6.0,52.6,9.6,2.0,-1.4593115007595046,-0.36178920670014036
Universidade Federal Fluminense ,BR,1001-1200,1201-1400,-,9.6,2.5,12.8,3.6,6.3,1.2,52.2,10.9,13.1,-1.50054170850014,-0.2649023443115341
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",IT,1001-1200,1001-1200,-,3.7,1.6,3.3,29.3,3.8,2.8,58.5,1.2,1.2,-1.6152771129819006,0.15361092726522527
Università degli Studi di Udine,IT,1001-1200,1001-1200,-,7.1,2.7,11.3,16.7,4.2,3.7,53.5,1.9,4.3,-1.6158136854319292,-0.028547406035545782
Università del Salento,IT,1001-1200,1001-1200,-,7.1,1.7,6.9,21.7,1.7,1.5,65.2,1.6,2.7,-1.5391031280378824,-0.01040786800800596
Universitas Hasanuddin,ID,1001-1200,1001-1200,-,14.3,13.0,22.2,1.3,8.8,1.4,15.9,15.0,1.1,-1.707933844001706,-0.6403219419292878
Universitas Sebelas Maret,ID,1001-1200,1001-1200,-,12.9,16.3,16.0,1.5,17.1,2.8,14.9,2.4,9.3,-1.6911106517385424,-0.29510369362109473
Universitat de Lleida,ES,1001-1200,1001-1200,-,6.0,2.0,19.2,13.0,5.5,9.6,51.8,3.0,38.5,-1.1385349721847582,0.04885360926730068
Universität Siegen,DE,1001-1200,1001-1200,-,4.5,1.7,9.2,6.8,57.7,28.0,40.0,3.9,1.2,-1.2510658773891932,1.2464032075630505
Université de Caen Normandie,FR,1001-1200,1001-1200,-,8.8,2.8,6.6,6.3,8.1,6.2,74.6,2.1,1.9,-1.4494824964179502,0.06596263805389742
Université de Poitiers,FR,1001-1200,1001-1200,-,7.9,1.7,5.4,5.2,27.962667779617075,26.4,75.3,6.7,2.1,-1.062474087408663,0.7253703322281965
Université de Sfax,TN,1001-1200,1001-1200,-,7.0,4.1,44.0,3.7,1.1,3.2,50.8,10.3,8.0,-1.4412885161586084,-0.5293802585313386
Université de Sousse,TN,1001-1200,1001-1200,-,4.5,1.8,51.1,1.7,1.1,2.2,37.0,3.9,1.0,-1.8367942297364694,-0.49071275102218
Université de Toulouse II-Le Mirail,FR,1001-1200,1001-1200,-,9.4,2.7,1.3,7.1,27.2,19.7,67.0,2.1,1.2,-1.2586126898035945,0.6451284960680409
Université de Tunis,TN,1001-1200,1201-1400,-,7.2,3.9,19.4,1.9,2.0,1.8,27.0,48.1,1.0,-1.5226401339251814,-0.9081739155115907
Université Lumière Lyon 2,FR,1001-1200,1001-1200,-,10.1,2.5,4.5,6.2,26.7,35.5,59.1,1.3,1.7,-1.1860536919695628,0.8780765387165874
Université Mohammed V de Rabat,MA,1001-1200,1201-1400,-,3.7,3.3,1.5,4.5,3.8,2.6,77.7,70.1,2.9,-0.7819745993734517,-0.8594186043406407
Université Paris-Nanterre,FR,1001-1200,1201-1400,-,11.4,2.6,3.3,2.5,8.6,1.4,56.9,29.1,1.6,-1.3846365275228532,-0.41994847962163656
Universiti Malaysia Sabah (UMS),MY,1001-1200,1001-1200,-,14.7,8.9,8.5,3.7,10.2,4.7,28.2,3.8,1.4,-1.7738511017443224,-0.22395875424544356
Universiti Malaysia Sarawak (UNIMAS),MY,1001-1200,1001-1200,-,13.2,7.3,13.1,3.2,34.8,10.5,28.9,3.7,9.1,-1.4189353311812878,0.3024840856988996
Universiti Malaysia Terengganu (UMT),MY,1001-1200,1001-1200,-,10.5,4.3,12.0,12.2,11.1,12.1,50.2,3.7,18.2,-1.266396968845417,0.11742110409479621
Universiti Tun Hussein Onn University of Malaysia (UTHM),MY,1001-1200,1001-1200,-,10.3,6.2,9.9,8.6,6.3,6.5,43.8,3.8,10.3,-1.5624181472732,-0.11003067024605641
University of Arkansas Fayetteville ,US,1001-1200,1001-1200,-,5.8,3.5,6.3,11.9,4.8,3.0,51.6,15.4,3.8,-1.5749945218601802,-0.19582924111497002
University of Derby,UK,1001-1200,1001-1200,-,4.8,4.8,10.7,5.1,29.1,45.5,45.7,2.1,2.4,-1.2392556371784345,1.0434232877684113
University of Deusto,ES,1001-1200,1001-1200,-,6.3,24.9,4.6,7.8,4.7,14.5,24.2,45.0,1.1,-1.1607024443468061,-0.7593913671834099
University of Hradec Kralove,CZ,1001-1200,1001-1200,-,5.0,2.5,22.4,5.4,51.4,3.2,41.3,4.2,1.0,-1.4384013393155013,0.5805648620472222
University of Ibadan,NG,1001-1200,1401+,-,9.9,7.8,5.2,3.5,4.961143090820436,2.170383617190863,65.8,69.3,2.2,-0.7315293973060365,-1.036248001154607
University of Idaho,US,1001-1200,1001-1200,-,3.1,1.4,9.9,32.6,4.6,5.9,32.5,3.5,3.4,-1.7587979012286912,0.1283864880375435
University of Ioannina,GR,1001-1200,1001-1200,-,7.2,3.8,1.5,19.5,1.7,2.5,61.3,3.6,2.0,-1.5816913286168746,-0.03165318675106295
University of Karachi,PK,1001-1200,1001-1200,-,11.6,16.1,1.6,4.9,3.5,1.1,36.8,42.8,1.2,-1.2706349212564108,-0.8982244326258946
University of Khartoum,SD,1001-1200,1201-1400,-,6.1,4.0,6.7,2.6,4.2151371656211065,1.4,45.0,74.1,1.0,-1.0731155225625617,-1.074519318277791
University of Lagos,NG,1001-1200,1401+,-,8.4,7.5,2.2,2.6,6.732026819946498,6.274149914086573,34.0,87.6,1.3,-0.8916713407697718,-1.1888808030415339
University of Louisville,US,1001-1200,1001-1200,-,3.5,3.2,30.5,7.7,24.8,3.2,59.0,5.1,2.4,-1.388602165612986,0.12177103364422633
University of Massachusetts Boston,US,1001-1200,801-850,-,11.0,7.7,9.8,19.7,4.5,14.8,32.2,2.9,8.4,-1.5132924248516106,0.02906082337064306
"University of Missouri, Kansas City",US,1001-1200,1001-1200,-,4.4,4.4,14.3,16.9,4.1,20.0,29.3,6.6,1.8,-1.7164909579230592,0.14057360442783437
University of Naples Parthenope,IT,1001-1200,1001-1200,-,3.8,1.9,3.3,42.4,1.7,2.1,30.8,1.7,3.0,-1.7841408267945467,0.12009942630037888
University of New England Australia,AU,1001-1200,951-1000,-,10.7,7.2,3.7,14.7,4.6,3.3,62.9,9.8,10.8,-1.259418912807732,-0.17824701379372723
University of New Hampshire,US,1001-1200,1001-1200,-,5.0,4.1,12.2,16.9,7.0,2.5,41.7,7.1,5.5,-1.6679999855302123,-0.08992541597473754
University of North Carolina at Charlotte,US,1001-1200,1001-1200,-,5.1,5.8,5.0,13.4,8.7,6.2,65.0,7.8,4.2,-1.411234942693537,0.04151502390460841
University of North Texas,US,1001-1200,1001-1200,-,6.9,5.0,3.1,17.2,3.5,24.8,58.0,21.1,3.8,-1.1544085534425887,0.12234410090761605
University of Novi Sad,RS,1001-1200,1001-1200,-,8.4,5.9,8.8,3.6,43.377606733899725,36.45584279493656,79.4,21.3,1.2,-0.5315308112194859,0.8759931404065918
University of Rhode Island ,US,1001-1200,1001-1200,-,5.6,3.5,6.7,16.2,5.2,2.6,48.9,11.8,54.1,-0.9637371268198036,-0.09698040033647552
University of Sarajevo ,BA,1001-1200,1201-1400,-,4.4,1.6,4.6,1.9,7.907378389130811,2.8,46.5,83.6,1.0,-0.9832556092908589,-1.0406585982881027
University of Seoul ,KR,1001-1200,951-1000,-,11.0,9.7,36.7,8.8,5.5,6.9,24.0,5.3,4.9,-1.6036890983626608,-0.4272972001491408
University of Tabuk,SA,1001-1200,,-,5.2,2.4,18.7,3.0,92.4,2.2,38.0,2.2,1.0,-1.184288564897613,1.278086019640353
University of Texas at San Antonio,US,1001-1200,1001-1200,-,6.0,3.0,3.9,22.8,8.8,2.7,60.5,5.1,3.8,-1.467540498494453,0.09893822709377563
University of Texas El Paso ,US,1001-1200,1001-1200,-,4.4,2.6,5.7,14.2,9.0,5.3,66.2,3.0,2.9,-1.5292793073012674,0.14931749904125852
University of the Free State,ZA,1001-1200,1001-1200,-,6.1,5.8,3.4,8.8,21.75544995663732,4.4,92.4,11.6,1.7,-1.0201599598688258,0.19825376761661137
University of the Sunshine Coast ,AU,1001-1200,1001-1200,-,3.6,1.9,2.6,25.2,2.7,16.4,48.3,1.6,6.5,-1.585844916741321,0.334055815849435
University of Toledo,US,1001-1200,1001-1200,-,3.7,3.0,9.6,18.2,6.0,10.4,45.4,7.7,1.7,-1.6444227490667516,0.08803481845107904
University of Tulsa,US,1001-1200,1001-1200,-,3.2,2.1,35.1,11.5,7.0,17.8,20.4,13.7,1.1,-1.7203177656426172,-0.09022550106747444
University of Vermont,US,1001-1200,901-950,-,3.1,2.2,34.9,15.6,6.8,2.4,62.8,9.5,8.1,-1.3005213031480503,-0.20579928646819073
University of Warmia and Mazury in Olsztyn,PL,1001-1200,1201-1400,-,6.9,8.9,28.6,3.7,2.0,2.7,40.6,3.2,7.1,-1.6773355764305102,-0.40799885033161193
University of Wolverhampton,UK,1001-1200,1001-1200,-,3.2,2.7,10.2,8.3,33.3,69.2,45.7,4.7,1.3,-0.9888749071950544,1.570343136585944
University of Wyoming,US,1001-1200,1001-1200,-,3.2,1.6,28.4,21.1,6.8,4.0,52.2,6.5,3.6,-1.491429070025701,-0.07500134782804738
University of Žilina,SK,1001-1200,1001-1200,-,6.6,1.8,60.1,6.6,2.0,6.0,19.3,4.6,1.0,-1.8387885270222795,-0.5132656156132028
Utah State University ,US,1001-1200,1001-1200,-,6.2,2.0,5.4,22.4,1.1,1.6,54.7,7.6,7.4,-1.5453112337761759,-0.09018785317649472
VSB - Technical University of Ostrava,CZ,1001-1200,1001-1200,-,6.0,10.5,18.6,4.7,11.3,28.3,50.2,3.9,4.6,-1.305134833356307,0.2713448658804713
Warsaw University of Life Sciences – SGGW (WULS-SGGW),PL,1001-1200,1001-1200,-,6.6,4.4,18.8,6.8,2.3,6.4,74.4,3.0,6.9,-1.360778789747776,-0.11651919076151038
West Virginia University,US,1001-1200,901-950,-,5.6,4.7,12.8,18.5,5.8,4.2,66.7,14.3,6.7,-1.2296937800831436,-0.13914875779859254
Xi'an Jiaotong Liverpool University,CN,1001-1200,1001-1200,-,4.2,1.9,6.2,5.6,94.8,2.8,37.8,1.5,1.5,-1.2393096395649723,1.462766615358969
Yokohama National University,JP,1001-1200,951-1000,-,9.3,16.4,18.3,6.6,10.1,7.8,26.5,17.8,2.8,-1.464422483440817,-0.44967096030517645
Al-Balqa Applied University,JO,1201-1400,1401+,-,5.8,6.6,4.8,2.7,7.6,2.5,32.9,3.9,6.7,-1.932321837956645,-0.12756722327649295
Alexandru Ioan Cuza University,RO,1201-1400,1201-1400,-,7.5,11.9,5.5,3.0,3.5,9.6,40.2,14.3,3.2,-1.6118864522066538,-0.29699715476986066
Anadolu University,TR,1201-1400,1201-1400,-,4.9,3.9,13.1,2.6,1.8,2.9,17.5,13.9,1.0,-2.11704016378262,-0.38755920678535105
Aoyama Gakuin University,JP,1201-1400,1201-1400,-,7.0,10.9,5.2,1.8,15.4,2.5,6.2,9.5,1.0,-2.089745146695634,-0.20800362855219462
Ataturk University,TR,1201-1400,1401+,-,5.8,2.3,2.9,4.4,3.2,7.4,39.4,7.8,1.1,-1.9363769001558526,-0.07059869510892829
Atma Jaya Catholic University Jakarta,ID,1201-1400,1201-1400,-,6.8,7.7,8.7,1.3,3.4,1.2,7.5,18.0,1.1,-2.1287305177470084,-0.5173034355190331
Bahauddin Zakariya University ,PK,1201-1400,1201-1400,-,6.0,6.2,1.8,14.6,6.5102500963890915,1.0,44.6,4.1,1.0,-1.7862388951176704,-0.06497042347768338
Beijing Foreign Studies University,CN,1201-1400,1001-1200,-,5.7,2.9,25.9,1.5,19.6,25.8,3.4,7.4,1.0,-1.909562427127298,0.27804523245476004
Beijing University of Chinese Medicine,CN,1201-1400,1001-1200,-,4.4,1.6,37.2,9.4,5.700277797361852,8.8,7.1,3.0,1.0,-2.0981279776207513,-0.1911948983682749
Belarusian State University of Informatics and Radioelectronics,BY,1201-1400,1201-1400,-,6.6,17.1,15.3,1.2,1.1,9.3,7.4,5.9,1.083998647585223,-2.035659210648417,-0.4394177373008309
Benemérita Universidad Autónoma de Puebla,MX,1201-1400,1201-1400,-,13.7,5.4,2.8,1.9,2.8,1.3,24.5,2.0,1.2,-2.0704379283135483,-0.2958849315857253
Birzeit university,PS,1201-1400,1201-1400,-,7.6,7.1,4.7,2.8,13.4,4.0,20.4,23.2,1.0,-1.8039473921425264,-0.30948003023863413
British University in Egypt,EG,1201-1400,1201-1400,-,6.0,5.5,25.7,2.3,2.6,2.6,12.0,2.6,1.0,-2.1914906296721193,-0.37314769965178324
Brock University,CA,1201-1400,1201-1400,-,4.0,6.3,3.0,13.7,2.1,23.8,30.9,5.2,2.7,-1.7690239241949648,0.23658393448725304
Central Michigan University,US,1201-1400,1201-1400,-,3.6,3.4,8.2,6.5,2.4,6.9,23.4,7.7,1.2,-2.1001903321151896,-0.13453907088679837
Chaoyang University of Technology,TW,1201-1400,1201-1400,-,5.5,5.8,4.3,3.9,5.6,5.9,26.5,2.0,4.3,-2.0542096236753817,-0.06337677943677762
China University of Political Science and Law,CN,1201-1400,1201-1400,-,2.7,37.6,8.0,1.2,3.7,1.5,6.1,5.8,1.0,-1.8983436333722696,-0.7327163439257636
Chitkara University,IN,1201-1400,1201-1400,-,6.1,7.4,15.9,2.2,5.5,3.0,29.4,1.9,3.3,-1.9714080868599873,-0.2348697507649477
Chittagong University of Engineering and Technology,BD,1201-1400,1201-1400,-,8.9,12.4,8.3,5.1,1.4,1.551837268229541,6.7,4.2,1.0,-2.1710291749927038,-0.438255741174081
Cleveland State University,US,1201-1400,1201-1400,-,4.1,3.1,9.2,4.0,4.0,26.2,16.7,7.3,1.0,-2.0017243761598458,0.20249825499674012
Cukurova University,TR,1201-1400,1401+,-,4.9,3.8,5.2,2.6,1.9,3.3,46.2,7.6,2.9,-1.8862534168264042,-0.18601495980130692
CUNY The City College of New York,US,1201-1400,1201-1400,-,7.2,3.0,11.9,11.3,6.7,4.7,24.8,1.5,2.5,-1.9893862391356114,-0.05742668343309845
Daffodil International University,BD,1201-1400,1201-1400,-,9.5,19.8,3.8,2.8,5.0,2.9,22.0,3.7,3.4,-1.8494765154724513,-0.41551264596953463
Damascus University,SY,1201-1400,1201-1400,-,6.1,3.7,1.4,1.2,4.0,6.0,18.4,90.2,1.1,-1.1927996388547193,-1.2183257209229432
Dokuz Eylül Üniversitesi,TR,1201-1400,1201-1400,-,6.8,7.8,3.5,2.1,2.5,10.7,34.7,6.0,18.8,-1.6766464428451249,-0.1080303942820566
Doshisha University,JP,1201-1400,1001-1200,-,8.6,11.4,5.2,1.8,17.6,3.7,18.7,19.1,1.0,-1.7590872638880268,-0.27971590125071105
Erciyes Üniversitesi,TR,1201-1400,1201-1400,-,4.4,3.0,2.0,5.3,3.1,5.7,45.1,1.7,8.8,-1.875353016903629,0.01121643755065194
Escuela Politécnica Nacional,EC,1201-1400,1001-1200,-,6.9,9.2,16.6,3.4,5.0,1.6,14.9,5.0,1.3,-2.0832367264931855,-0.3701583278367653
Feng Chia University,TW,1201-1400,1201-1400,-,10.8,7.9,4.4,6.1,3.4,4.4,11.2,15.5,16.7,-1.7851479265813115,-0.4069262690050983
Florida Atlantic University - Boca Raton,US,1201-1400,1201-1400,-,4.7,6.2,4.9,9.5,6.8,4.4,44.3,5.8,4.5,-1.748352525121275,-0.05518007972321016
Fu Jen Catholic University,TW,1201-1400,1201-1400,-,7.6,6.9,3.6,7.0,7.6,4.2,16.1,27.1,4.0,-1.7835614489424607,-0.4240763844389752
Fundación CEU San Pablo,ES,1201-1400,1001-1200,-,4.4,9.4,15.7,2.3,3.8,47.5,15.3,10.5,1.0,-1.6486428437244491,0.3786379387075269
German University in Cairo,EG,1201-1400,1201-1400,-,8.3,15.2,7.0,2.2,13.4,1.1,12.8,4.4,1.0,-1.9995913903889293,-0.27837871715171236
Hanoi University of Science and Technology,VN,1201-1400,1201-1400,-,7.3,7.3,2.4,4.7,4.2,1.2,23.1,23.1,3.4,-1.850625481207398,-0.47619749562449537
Harper Adams University,UK,1201-1400,1001-1200,-,4.2,10.3,6.1,6.9,17.4,7.6,11.6,1.5,1.0,-2.0598628061836184,0.09554214721705866
Helwan University ,EG,1201-1400,1201-1400,-,7.3,12.4,3.6,1.6,1.1,1.6,50.7,13.2,1.5,-1.6472200236289798,-0.44530034167234717
Hongik University ,KR,1201-1400,1201-1400,-,4.2,5.6,9.8,3.0,16.0,9.6,14.2,4.8,1.0,-2.075896420614826,0.08938364085358101
Hue University,VN,1201-1400,,-,4.6,12.9,3.0,1.6,4.8,1.4,41.6,4.5,1.1,-1.8780635162757116,-0.2597538750851033
Instituto Tecnológico de Santo Domingo (INTEC),DO,1201-1400,1001-1200,-,1.6,4.0,35.4,1.4,10.0,4.1,5.6,38.5,1.0,-1.7984597659751105,-0.6969112489944252
Istanbul Aydin University  ,TR,1201-1400,1201-1400,-,4.9,3.0,12.3,1.4,6.7,52.1,7.3,2.1,1.1,-1.8951359122750324,0.7094289031621233
Istanbul Bilgi Üniversitesi,TR,1201-1400,1201-1400,-,4.9,4.3,13.3,1.7,3.5,20.2,6.5,13.3,2.2,-2.0570794418950764,-0.07737796019966715
Ivan Franko National University of Lviv,UA,1201-1400,1201-1400,-,5.7,12.8,30.2,1.3,1.3,1.5,12.6,18.6,2.0,-1.8706578728025227,-0.7609028242727256
Izmir Institute of Technology (IZTECH),TR,1201-1400,1201-1400,-,7.2,4.4,5.8,8.2,3.2,2.1,15.5,2.1,1.6,-2.207135844347513,-0.1807883940780047
Jahangirnagar University,BD,1201-1400,1201-1400,-,9.7,12.7,4.0,5.7,24.288594785692656,11.96379354989431,29.4,3.8,1.1,-1.6065467373796993,0.19283044004033373
Jamia Hamdard,IN,1201-1400,1201-1400,-,5.1,1.8,8.4,12.6,8.310404812955523,2.1,12.7,1.9,1.0,-2.2196977644672615,-0.02743828722841055
Jeju National University ,KR,1201-1400,1201-1400,-,3.6,1.9,30.0,7.0,7.5,5.5,23.1,1.8,15.0,-1.846649158315844,-0.12182344688227045
Kazakh Ablai Khan University of International Relations and World Languages,KZ,1201-1400,1001-1200,-,7.7,9.0,40.4,1.0,6.6,4.1,1.0,3.4,2.2309828339525066,-2.075400064234017,-0.4956579172704139
Kazan National Research Technological University,RU,1201-1400,1001-1200,-,5.7,4.1,18.9,1.4,2.7,29.6,7.2,3.1,1.0,-2.062421557947824,0.1584104492318094
Kenyatta University,KE,1201-1400,1201-1400,-,7.0,7.4,1.5,1.3,6.735021237570614,3.927319581896544,13.1,28.4,1.0,-1.9286527906759694,-0.4844438191074892
Kharkiv National University of Radio Electronics ,UA,1201-1400,1201-1400,-,3.9,12.3,21.6,1.5,1.4,5.1,11.9,4.1,1.4,-2.1223756645630796,-0.41613604361411655
Khulna University,BD,1201-1400,1401+,-,6.9,5.0,10.5,5.3,5.967913275585216,4.670727128613916,17.8,3.8,1.0,-2.1150734899543626,-0.16294673285025002
Khulna University of Engineering and Technology,BD,1201-1400,1201-1400,-,6.6,11.8,8.7,5.6,3.989456309702295,1.0,9.4,3.7,1.0,-2.1722814626250475,-0.3555351354114734
Kindai University (Kinki University),JP,1201-1400,1201-1400,-,5.2,4.3,8.4,4.9,15.7,1.9,32.2,1.8,2.4,-1.9541140724036876,0.04772448268369189
King Mongkut\'s Institute of Technology Ladkrabang,TH,1201-1400,1201-1400,-,8.3,3.7,4.2,3.1,16.7,2.2,18.5,6.2,1.1,-2.0603275698259638,-0.023291352390991
King Mongkut's University of Technology North Bangkok,TH,1201-1400,1201-1400,-,8.5,4.9,4.1,3.3,2.8,1.1,23.5,2.5,1.1,-2.1607635801393728,-0.23571109618102404
Kookmin University ,KR,1201-1400,1001-1200,-,3.6,4.0,35.3,2.9,4.9,31.1,7.9,2.9,2.9,-1.9187786271020133,0.14497458162413668
Kwame Nkrumah University of Science and Technology,GH,1201-1400,1401+,-,6.9,6.0,4.8,2.0,14.866632192369908,12.037533461952899,55.3,34.5,2.3,-1.1954423943900467,-0.20625161831711492
Kyoto Institute of Technology,JP,1201-1400,1001-1200,-,6.1,3.9,14.4,11.7,11.1,9.0,9.3,1.9,1.1,-2.0859008379340063,0.04294097930889628
Kyrgyz State Technical University,KG,1201-1400,,-,14.6,7.0,12.0,1.0,2.6,5.8,1.2,22.6,3.665318687047115,-1.9233998041892868,-0.6330812591232386
Marquette University,US,1201-1400,1201-1400,-,3.4,2.4,21.1,9.1,6.2,2.7,35.6,11.2,1.2,-1.8321820449135746,-0.22996255295046508
Meiji University,JP,1201-1400,1001-1200,-,6.7,19.2,4.4,1.6,10.5,4.6,13.4,17.3,1.1,-1.816090742093913,-0.453659792198351
Mendeleev University of Chemical Technology,RU,1201-1400,1201-1400,-,4.5,3.9,24.2,2.8,1.1,9.1,15.3,8.8,1.0,-2.086724716659188,-0.30157203071076233
Miami University,US,1201-1400,1201-1400,-,3.8,5.4,6.2,7.8,3.4,5.5,25.3,26.1,2.2,-1.8081904140206337,-0.3867777065940734
Moscow Pedagogical State University,RU,1201-1400,1201-1400,-,7.8,3.6,7.2,1.3,1.2,23.8,6.8,1.8,1.0,-2.1960741608777767,0.11163008612591313
Nagoya Institute of Technology (NIT),JP,1201-1400,1201-1400,-,5.7,2.6,7.5,14.5,5.1,4.1,18.3,6.0,1.0,-2.0766634214356916,-0.0907155756189223
National Dong Hwa University,TW,1201-1400,1201-1400,-,9.2,4.5,6.3,5.4,4.9,10.2,9.7,2.0,1.3,-2.174046965256542,-0.06519293997742386
National Research University Moscow Power Engineering Institute (MPEI),RU,1201-1400,1201-1400,-,6.9,4.0,12.8,1.9,6.8,41.6,21.0,9.5,1.0,-1.685801895057277,0.4135548146441595
National Taipei University,TW,1201-1400,1201-1400,-,7.6,4.5,7.8,2.8,2.6,4.5,5.0,18.9,1.1,-2.1476619251409286,-0.4368131040107321
National Taiwan Ocean University,TW,1201-1400,1201-1400,-,6.0,3.2,11.9,10.8,7.5,7.6,22.6,3.3,17.5,-1.7909632208559492,-0.0007051355479060637
Novosibirsk State Technical University,RU,1201-1400,1001-1200,-,6.0,6.4,27.6,1.7,1.4,41.7,8.4,5.7,1.0,-1.8125658107325149,0.2202748650296887
Óbuda University,HU,1201-1400,1201-1400,-,5.5,4.9,2.5,7.8,17.9,7.6,29.1,3.8,1.0,-1.9000525435707083,0.19911011929299424
Odessa I.I. Mechnikov National University,UA,1201-1400,1001-1200,-,3.9,2.3,55.4,1.3,1.8,3.3,10.3,6.3,1.0,-2.0783960882990726,-0.5716042399932714
OSMANIA UNIVERSITY,IN,1201-1400,1201-1400,-,5.4,3.7,3.5,21.0,4.270858426300983,5.4,17.2,7.2,1.0,-2.013743683402019,-0.045551638222027555
Perm State National Research University,RU,1201-1400,1201-1400,-,4.4,1.7,34.5,1.5,1.4,8.3,6.3,2.0,1.2,-2.2611295739781614,-0.286920615771962
Pondicherry University,IN,1201-1400,1201-1400,-,4.1,2.1,5.4,16.5,1.9,1.1,21.1,2.7,5.8,-2.111009601486467,-0.09186437221823056
Pontificia Universidad Catolica Madre y Maestra,DO,1201-1400,1201-1400,-,4.2,4.1,11.2,1.2,9.4,11.4,4.1,45.7,1.0,-1.7691254301318908,-0.5349263933673113
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),BR,1201-1400,1201-1400,-,6.3,3.9,12.3,9.4,2.6,1.7,30.5,9.2,1.1,-1.933769157788178,-0.2845419290189595
Portland State University,US,1201-1400,1201-1400,-,4.1,1.7,9.3,9.2,1.6,6.1,44.4,9.7,6.8,-1.7589842183024713,-0.12056811232307754
Pukyong National University ,KR,1201-1400,1201-1400,-,5.7,3.1,12.7,7.0,6.2,7.1,32.3,1.6,28.4,-1.620377997243421,-0.006649246739346848
Rajshahi University,BD,1201-1400,1401+,-,10.4,9.8,3.9,3.0,1.0,1.1,16.4,3.7,1.1,-2.1356916110312874,-0.3901485398308224
Rikkyo University,JP,1201-1400,1201-1400,-,4.0,9.6,8.2,2.1,23.7,5.6,13.7,5.8,1.2,-1.9952007556472238,0.083776331023135
Saitama University,JP,1201-1400,1201-1400,-,4.9,1.6,11.5,6.8,9.7,4.9,18.1,1.8,1.1,-2.1673886073018274,0.006320223953549155
Saken Seifullin Kazakh Agrotechnical University,KZ,1201-1400,1201-1400,-,9.7,9.3,27.8,1.2,10.1,4.2,2.6,3.4,2.0,-2.0628913531065463,-0.3705902538043129
San Francisco State University,US,1201-1400,1201-1400,-,4.5,3.1,5.7,4.0,3.4,5.0,35.6,7.6,1.7,-1.9941526405615708,-0.13113040940179368
Sathyabama Institute of Science and Technology (deemed to be university),IN,1201-1400,1001-1200,-,6.8,3.7,24.8,4.3,5.3,3.5,17.0,1.9,3.1,-2.0803470688826713,-0.2587953511599191
Seattle University,US,1201-1400,1201-1400,-,5.4,6.4,32.2,2.1,1.5,13.2,6.3,10.1,2.4,-2.0141439478782566,-0.36434875728210153
Seoul National University of Science and Technology,KR,1201-1400,1001-1200,-,6.4,3.6,12.8,10.3,9.6,11.9,12.4,1.9,9.8,-1.949459954659014,0.08464545189812948
Shahjalal University of Science and Technology,BD,1201-1400,1401+,-,7.6,11.8,11.8,5.3,22.818287767646932,20.82346999812892,12.8,3.9,1.0,-1.734771911066356,0.2749178433153817
Shanghai International Studies University,CN,1201-1400,1001-1200,-,4.9,2.9,16.7,1.8,26.9,27.3,5.4,5.2,1.0,-1.9027946006542802,0.5365438441249253
Shanghai University of Finance and Economics,CN,1201-1400,1201-1400,-,4.5,5.2,8.9,3.5,15.5,2.1,14.9,42.6,1.4,-1.6777896795256793,-0.5279321307963191
Siksha 'O' Anusandhan (Deemed to be University),IN,1201-1400,1201-1400,-,7.5,3.6,34.3,5.3,2.2,2.2,23.7,1.9,1.0,-1.988067485084371,-0.39311298935880123
Sookmyung Women's University ,KR,1201-1400,1201-1400,-,4.4,5.6,29.0,3.4,4.0,2.2,4.8,1.8,2.6,-2.250423569680185,-0.35705615002823743
Suez Canal University,EG,1201-1400,1201-1400,-,4.1,2.6,13.1,2.3,2.1,1.8,48.9,2.4,8.3,-1.8493372232546483,-0.16439469858371952
Suleyman Demirel University,TR,1201-1400,1201-1400,-,7.1,5.3,3.9,2.4,1.7,4.6,27.3,2.0,1.0,-2.1316687701418844,-0.17074366723020767
"Suleyman Demirel University, Kazakhstan",KZ,1201-1400,1201-1400,-,9.0,11.0,4.1,1.3,6.2,2.0,5.7,3.3,1.1277136343116332,-2.2316322441399254,-0.31247253167885947
Suranaree University of Technology ,TH,1201-1400,1201-1400,-,6.4,2.8,3.7,9.6,5.8,1.6,30.0,2.7,1.3,-2.0563118359990504,-0.07152823451986191
Tamkang University,TW,1201-1400,1201-1400,-,5.7,4.9,4.0,5.0,6.0,7.4,14.2,29.2,10.1,-1.7719635159784797,-0.38160468167527717
Tanta University ,EG,1201-1400,1201-1400,-,6.9,5.5,4.5,2.2,1.5,1.5,65.2,4.3,3.1,-1.6705009329843565,-0.195061945109156
Technical University of Cluj-Napoca,RO,1201-1400,1201-1400,-,4.6,7.1,7.6,3.9,2.1,2.7,38.1,3.8,2.1,-1.9643268636263593,-0.2135619762395022
Technical University of Liberec,CZ,1201-1400,1001-1200,-,3.9,2.2,37.6,4.6,11.2,8.7,25.5,1.7,1.0,-1.901675376456071,-0.08407415939208714
Technical University of Lublin,PL,1201-1400,1201-1400,-,5.8,2.1,18.4,3.7,22.549042455173712,10.2,12.9,3.1,1.0,-2.009754820004703,0.2015758708196342
